month,temperature,humidity,water_level,cluster_id,device_id
4,47.7,63.5,16.8,1,Northcid1ind0
4,43.6,63.4,22.5,1,Northcid1ind0
5,53.3,64.1,21.8,1,Northcid1ind0
5,62.9,64.6,17.4,1,Northcid1ind0
5,66.3,65.4,16.6,1,Northcid1ind0
5,58.9,64.7,16.8,1,Northcid1ind0
5,56.6,64,19.3,1,Northcid1ind0
5,57.5,64.8,17.3,1,Northcid1ind0
5,63.5,65.7,16.4,1,Northcid1ind0
5,59.6,64.4,14.8,1,Northcid1ind0
5,51.6,63.6,14.4,1,Northcid1ind0
5,52.3,64,13.9,1,Northcid1ind0
5,59.7,63.9,17,1,Northcid1ind0
5,46.8,64.2,17,1,Northcid1ind0
5,57.3,65.9,15.1,1,Northcid1ind0
5,58,65.8,13.9,1,Northcid1ind0
5,60.1,65.1,17.8,1,Northcid1ind0
5,56.7,64.9,18.4,1,Northcid1ind0
5,62.2,63.8,12.1,1,Northcid1ind0
5,47.5,66,23.9,1,Northcid1ind0
5,64.5,64.6,23.2,1,Northcid1ind0
5,61.8,62.2,23.6,1,Northcid1ind0
5,59.8,64.2,13.6,1,Northcid1ind0
5,55.2,61.7,16.1,1,Northcid1ind0
5,56.7,64.5,17.1,1,Northcid1ind0
5,58.1,65.9,20.1,1,Northcid1ind0
5,55.3,65,20.3,1,Northcid1ind0
5,65.5,64.1,15.3,1,Northcid1ind0
5,55.9,63.2,17.6,1,Northcid1ind0
5,60.5,65.4,17.7,1,Northcid1ind0
5,51,64.4,17.8,1,Northcid1ind0
5,63.1,65.7,19.2,1,Northcid1ind0
5,57.7,64,21,1,Northcid1ind0
6,72.9,66.4,14.9,1,Northcid1ind0
6,61.1,66,15.8,1,Northcid1ind0
6,69.5,65.2,14.7,1,Northcid1ind0
6,69.1,66.3,15,1,Northcid1ind0
6,67.9,66.5,14.8,1,Northcid1ind0
6,70.8,66.6,15,1,Northcid1ind0
6,58.8,66.9,15.3,1,Northcid1ind0
6,66.4,66.7,14.4,1,Northcid1ind0
6,68.6,66.8,15.3,1,Northcid1ind0
6,66.1,66.4,15.1,1,Northcid1ind0
6,69.4,65.9,14.9,1,Northcid1ind0
6,67.8,65.9,14.9,1,Northcid1ind0
6,68.9,67,16.2,1,Northcid1ind0
6,58.5,66.3,14.3,1,Northcid1ind0
6,70.9,67,14.4,1,Northcid1ind0
6,74.2,66.1,15,1,Northcid1ind0
6,77.7,66.8,14.7,1,Northcid1ind0
6,72.5,66,14.4,1,Northcid1ind0
6,71.8,66.7,14.8,1,Northcid1ind0
6,63.7,65.4,14.8,1,Northcid1ind0
6,63,66,14.9,1,Northcid1ind0
6,64.1,66.2,15.1,1,Northcid1ind0
6,58.2,67.3,14.7,1,Northcid1ind0
6,61.5,66.1,14.8,1,Northcid1ind0
6,64.6,65.9,16.1,1,Northcid1ind0
6,65.6,65.5,15.3,1,Northcid1ind0
6,73.5,66.5,15,1,Northcid1ind0
6,70.8,65.3,15.1,1,Northcid1ind0
6,64,66.3,15.3,1,Northcid1ind0
6,61.5,65.3,14.7,1,Northcid1ind0
7,70.6,69.3,13,1,Northcid1ind0
7,89.4,69.5,12.5,1,Northcid1ind0
7,69.1,70.1,12.6,1,Northcid1ind0
7,77,68.7,12.8,1,Northcid1ind0
7,71.4,69,12.2,1,Northcid1ind0
7,71.8,70.7,13.1,1,Northcid1ind0
7,75.1,69.1,13.5,1,Northcid1ind0
7,81.4,68,13.1,1,Northcid1ind0
7,78.9,69.3,13.5,1,Northcid1ind0
7,76.9,68.8,13,1,Northcid1ind0
7,81.5,69,13.5,1,Northcid1ind0
7,69.6,69.4,12.6,1,Northcid1ind0
7,69.1,69.7,12.7,1,Northcid1ind0
7,78.4,70.3,12.9,1,Northcid1ind0
7,76.8,68.8,12.3,1,Northcid1ind0
7,73.9,70.2,12.8,1,Northcid1ind0
7,70.4,70.7,12.7,1,Northcid1ind0
7,71.9,68.8,12.7,1,Northcid1ind0
7,78.5,69,12.7,1,Northcid1ind0
7,66.2,69.9,13.3,1,Northcid1ind0
7,72,69.9,13.1,1,Northcid1ind0
7,65.3,69.1,13.1,1,Northcid1ind0
7,74.1,69,12.6,1,Northcid1ind0
7,76.9,69,12.9,1,Northcid1ind0
7,69.4,68.6,12.8,1,Northcid1ind0
7,79.8,69,12.9,1,Northcid1ind0
7,79.5,68.9,12.9,1,Northcid1ind0
7,83.8,69.3,13.8,1,Northcid1ind0
7,77.9,71,12.3,1,Northcid1ind0
7,64.5,68.1,11.9,1,Northcid1ind0
7,73.1,69.8,13.2,1,Northcid1ind0
8,63.3,71.8,16.2,1,Northcid1ind0
8,67.1,71.8,17.2,1,Northcid1ind0
8,68.5,72.6,12.8,1,Northcid1ind0
8,67.5,71.9,14.7,1,Northcid1ind0
8,68.7,71.6,14.1,1,Northcid1ind0
8,68.2,71.9,15.1,1,Northcid1ind0
8,77.5,72.5,14,1,Northcid1ind0
8,73.6,72.5,13.2,1,Northcid1ind0
8,67,71.2,16,1,Northcid1ind0
8,67.3,72.1,17.6,1,Northcid1ind0
8,75,71.7,14.8,1,Northcid1ind0
8,70.1,72.1,14.2,1,Northcid1ind0
8,63.7,71,14.1,1,Northcid1ind0
8,69.2,71.6,16.1,1,Northcid1ind0
8,75.2,71.5,16.6,1,Northcid1ind0
8,66.8,71.9,14.5,1,Northcid1ind0
8,60.7,72,15.7,1,Northcid1ind0
8,72.8,70.8,16.8,1,Northcid1ind0
8,68.7,71.6,14.3,1,Northcid1ind0
8,66.9,71.4,13.8,1,Northcid1ind0
8,74.2,71.5,13,1,Northcid1ind0
8,70,71.9,15.1,1,Northcid1ind0
8,61.8,71.6,15.6,1,Northcid1ind0
8,72.9,71.2,18.3,1,Northcid1ind0
8,67,70.8,15.9,1,Northcid1ind0
8,65.5,72.2,15.2,1,Northcid1ind0
8,72.5,70.6,14.1,1,Northcid1ind0
8,71.7,71.8,16.1,1,Northcid1ind0
8,66.8,71.4,13.3,1,Northcid1ind0
8,67.3,71.4,14.5,1,Northcid1ind0
8,70.7,71.6,16.9,1,Northcid1ind0
9,70.5,72,17.5,1,Northcid1ind0
9,68.3,71,18.9,1,Northcid1ind0
9,59.6,72.5,16.9,1,Northcid1ind0
9,57.6,72.5,23,1,Northcid1ind0
9,65.1,73.8,20.3,1,Northcid1ind0
9,58.5,72.2,21.5,1,Northcid1ind0
9,62.8,72.6,17.9,1,Northcid1ind0
9,64.4,72.9,11,1,Northcid1ind0
9,54.9,72.8,14.3,1,Northcid1ind0
9,64.2,72.4,12.8,1,Northcid1ind0
9,58.7,73.2,18.2,1,Northcid1ind0
9,60.7,72.2,17.1,1,Northcid1ind0
9,60.4,72.7,13.5,1,Northcid1ind0
9,68.2,72.3,16,1,Northcid1ind0
9,67.8,71.3,18.5,1,Northcid1ind0
9,53.3,72.6,19.4,1,Northcid1ind0
9,53.7,72.4,13.3,1,Northcid1ind0
9,66.6,72.7,19.1,1,Northcid1ind0
9,51,72,16.5,1,Northcid1ind0
9,62.8,72.4,16,1,Northcid1ind0
9,58.6,72.3,21.7,1,Northcid1ind0
9,61.2,72.9,15.1,1,Northcid1ind0
9,59.9,71.8,17.6,1,Northcid1ind0
9,54.1,72.7,19.1,1,Northcid1ind0
9,68.4,72.3,20.7,1,Northcid1ind0
9,64,72.6,13.2,1,Northcid1ind0
9,59.4,72.3,15.2,1,Northcid1ind0
9,59.5,72.6,16.6,1,Northcid1ind0
9,56.9,71.6,22.4,1,Northcid1ind0
9,68.8,73.5,22.5,1,Northcid1ind0
10,55.4,67.5,23.4,1,Northcid1ind0
10,45.3,67.7,12.6,1,Northcid1ind0
10,43.5,68.2,13.9,1,Northcid1ind0
10,49.3,68.9,21,1,Northcid1ind0
10,51,68.8,19,1,Northcid1ind0
10,44.4,67.8,20.4,1,Northcid1ind0
10,44.8,68.7,21.7,1,Northcid1ind0
10,53.3,67.1,19.4,1,Northcid1ind0
10,47.9,67.6,16.4,1,Northcid1ind0
10,45.1,68.6,25,1,Northcid1ind0
10,48.8,68,21.1,1,Northcid1ind0
10,49.6,68,15.5,1,Northcid1ind0
10,42.9,68.6,23.1,1,Northcid1ind0
10,47.8,68.4,18.1,1,Northcid1ind0
10,51.8,67.6,17.7,1,Northcid1ind0
10,46.4,68.8,20.8,1,Northcid1ind0
10,52.1,67.7,22.1,1,Northcid1ind0
10,44.6,67.3,23.2,1,Northcid1ind0
10,52.9,68,19.6,1,Northcid1ind0
10,49.1,68.2,16.8,1,Northcid1ind0
10,45.7,68,17.3,1,Northcid1ind0
10,49.7,67.9,19.6,1,Northcid1ind0
10,47.9,67.1,17,1,Northcid1ind0
10,48.4,67.2,21,1,Northcid1ind0
10,45,67.9,22.3,1,Northcid1ind0
10,45.7,67.9,25.6,1,Northcid1ind0
10,51.2,68.3,23.4,1,Northcid1ind0
10,52,66.9,22.4,1,Northcid1ind0
10,50.5,68.2,17.4,1,Northcid1ind0
10,48.7,67.6,14.6,1,Northcid1ind0
10,52.3,67.6,22.8,1,Northcid1ind0
11,33.6,72.3,20.8,1,Northcid1ind0
11,39.3,74,23.7,1,Northcid1ind0
11,35.8,72.2,21.2,1,Northcid1ind0
11,34.7,73,18.9,1,Northcid1ind0
11,32,71.8,24.3,1,Northcid1ind0
11,32.6,72.6,21.6,1,Northcid1ind0
11,36.7,72.3,22.5,1,Northcid1ind0
11,33.5,72.2,19.1,1,Northcid1ind0
11,32.7,72.9,23,1,Northcid1ind0
11,21.9,72.3,21.3,1,Northcid1ind0
11,46,72.1,22.1,1,Northcid1ind0
11,32,73,21.9,1,Northcid1ind0
11,37.2,72.3,24.8,1,Northcid1ind0
11,34.7,72.9,22.2,1,Northcid1ind0
11,32.5,72,23.2,1,Northcid1ind0
11,39.5,72.6,22,1,Northcid1ind0
11,31.5,72.4,22.7,1,Northcid1ind0
11,37.2,73,21.3,1,Northcid1ind0
11,36.1,72.2,23.2,1,Northcid1ind0
11,24.2,72.9,19.5,1,Northcid1ind0
11,34.8,71.6,23.3,1,Northcid1ind0
11,40.6,72.1,19.4,1,Northcid1ind0
11,39.5,72.8,20.3,1,Northcid1ind0
11,42.6,72.3,20.7,1,Northcid1ind0
11,34.2,72.5,20,1,Northcid1ind0
11,27.3,72.8,22.1,1,Northcid1ind0
11,32.4,72.7,20.8,1,Northcid1ind0
11,27.5,72.3,20.4,1,Northcid1ind0
11,38.5,73,22.2,1,Northcid1ind0
11,43.3,71.9,23.5,1,Northcid1ind0
12,21.6,76.6,26.1,1,Northcid1ind0
12,14.6,76.4,22.7,1,Northcid1ind0
12,26.9,76.4,25.2,1,Northcid1ind0
12,20.4,76.4,16.8,1,Northcid1ind0
12,17.9,75.9,17.4,1,Northcid1ind0
12,16,76.8,24.3,1,Northcid1ind0
12,20.5,76.1,27.3,1,Northcid1ind0
12,18.4,75.8,18,1,Northcid1ind0
12,27.4,76.2,20.1,1,Northcid1ind0
12,20.9,76,18.6,1,Northcid1ind0
12,20.5,76.2,18,1,Northcid1ind0
12,25.5,75.4,25.7,1,Northcid1ind0
12,22.3,76.5,24,1,Northcid1ind0
12,19.5,76.1,29,1,Northcid1ind0
12,22.6,75.8,24.6,1,Northcid1ind0
12,16.4,76.3,14.9,1,Northcid1ind0
12,16,76,22.7,1,Northcid1ind0
12,16.4,76.3,17,1,Northcid1ind0
12,17.5,76.6,29.2,1,Northcid1ind0
12,22.9,75.7,27.2,1,Northcid1ind0
12,23.8,75.6,24.3,1,Northcid1ind0
12,8.3,76.2,25.1,1,Northcid1ind0
12,26.2,75.9,23.5,1,Northcid1ind0
12,23.8,75.9,18,1,Northcid1ind0
12,19.7,76,22.8,1,Northcid1ind0
12,17.8,75.5,19.7,1,Northcid1ind0
12,24.5,75.8,22.3,1,Northcid1ind0
12,17.4,75.8,18.2,1,Northcid1ind0
12,11.5,75.7,28.9,1,Northcid1ind0
12,16.1,76,28.4,1,Northcid1ind0
12,15.7,75.8,29.8,1,Northcid1ind0
1,18.3,72,25.2,1,Northcid1ind0
1,23.5,72.8,25.6,1,Northcid1ind0
1,19,72.5,24.7,1,Northcid1ind0
1,14,72,30.4,1,Northcid1ind0
1,17.9,72.3,17.3,1,Northcid1ind0
1,17.1,72.9,24.4,1,Northcid1ind0
1,19.4,72.1,25,1,Northcid1ind0
1,16.5,72.6,24.7,1,Northcid1ind0
1,14.5,72.5,27.7,1,Northcid1ind0
1,13,72.7,26.5,1,Northcid1ind0
1,11.8,72.5,18.8,1,Northcid1ind0
1,11,72.3,26.7,1,Northcid1ind0
1,19.2,72.8,21.2,1,Northcid1ind0
1,15.3,72.7,22.8,1,Northcid1ind0
1,20.7,72.5,25.1,1,Northcid1ind0
1,15.7,72.9,18.9,1,Northcid1ind0
1,21.4,72.6,22.5,1,Northcid1ind0
1,13.9,72.4,20.9,1,Northcid1ind0
1,20,72.2,24,1,Northcid1ind0
1,20,72.6,25.9,1,Northcid1ind0
1,22.6,72.4,26.4,1,Northcid1ind0
1,16.6,72.4,18.4,1,Northcid1ind0
1,22,72.3,21.6,1,Northcid1ind0
1,15.7,72.5,25.6,1,Northcid1ind0
1,22.4,72.4,24,1,Northcid1ind0
1,20.1,72.5,17,1,Northcid1ind0
1,16.9,72.4,22.8,1,Northcid1ind0
1,17.7,72.7,16.9,1,Northcid1ind0
1,19.6,72.8,23.3,1,Northcid1ind0
1,13.4,72,23.7,1,Northcid1ind0
1,8.1,72.7,24.8,1,Northcid1ind0
2,24.8,73.1,24.4,1,Northcid1ind0
2,22.7,72.7,23.6,1,Northcid1ind0
2,22.6,72.9,23.3,1,Northcid1ind0
2,22.6,72.7,24.3,1,Northcid1ind0
2,13.1,73.4,23.6,1,Northcid1ind0
2,22.3,72.6,21.9,1,Northcid1ind0
2,18.1,72.6,22.9,1,Northcid1ind0
2,20.9,72.8,20.7,1,Northcid1ind0
2,22,72,23,1,Northcid1ind0
2,22.3,72.4,15.3,1,Northcid1ind0
2,25.1,73,18.9,1,Northcid1ind0
2,22,72.2,25.1,1,Northcid1ind0
2,19.8,72.3,24.7,1,Northcid1ind0
2,20.4,72.5,24.1,1,Northcid1ind0
2,20.3,73.2,26.9,1,Northcid1ind0
2,21.6,72.1,25.9,1,Northcid1ind0
2,26.5,73.1,18.1,1,Northcid1ind0
2,29.1,72.9,21.1,1,Northcid1ind0
2,21.8,72,19.6,1,Northcid1ind0
2,33.3,73.2,21,1,Northcid1ind0
2,21.1,72.2,17.9,1,Northcid1ind0
2,29.8,73,25,1,Northcid1ind0
2,16.9,72.7,22.3,1,Northcid1ind0
2,24,72.9,19.2,1,Northcid1ind0
2,14.3,73,23.4,1,Northcid1ind0
2,25.8,72.8,23.3,1,Northcid1ind0
2,18.4,73.5,18.1,1,Northcid1ind0
2,24.6,73.1,29.5,1,Northcid1ind0
3,29.8,69.8,19.1,1,Northcid1ind0
3,34.5,69.9,20.2,1,Northcid1ind0
3,29.3,68.3,18.2,1,Northcid1ind0
3,33.3,69.3,23.9,1,Northcid1ind0
3,37.5,70.3,24.2,1,Northcid1ind0
3,34.3,68.6,21.5,1,Northcid1ind0
3,39.2,69.1,19.7,1,Northcid1ind0
3,31.5,70.3,22.4,1,Northcid1ind0
3,37.1,69.6,25.6,1,Northcid1ind0
3,31.6,69.4,24.9,1,Northcid1ind0
3,38.2,69.1,20.1,1,Northcid1ind0
3,31.7,69.9,24.2,1,Northcid1ind0
3,36.7,69.9,19,1,Northcid1ind0
3,41.8,69.3,20.2,1,Northcid1ind0
3,31.2,69.9,19.2,1,Northcid1ind0
3,30.3,69.8,21.7,1,Northcid1ind0
3,33.3,68.3,23.5,1,Northcid1ind0
3,38.2,70.5,22.5,1,Northcid1ind0
3,34.2,68.4,14.7,1,Northcid1ind0
3,29.6,68.8,14.8,1,Northcid1ind0
3,30.9,69.2,22.6,1,Northcid1ind0
3,30.8,67.8,18.8,1,Northcid1ind0
3,42.6,69.4,21.5,1,Northcid1ind0
3,28.3,69.3,20,1,Northcid1ind0
3,39.6,69.5,18,1,Northcid1ind0
3,33.6,70.4,17.8,1,Northcid1ind0
3,35,70.4,23.2,1,Northcid1ind0
3,27.6,69.5,23.8,1,Northcid1ind0
3,31.2,68.9,19.5,1,Northcid1ind0
3,41.6,70.5,20.9,1,Northcid1ind0
3,27.3,69.3,26.7,1,Northcid1ind0
4,38.9,63.5,19.9,1,Northcid1ind0
4,53.7,65.3,23.5,1,Northcid1ind0
4,43.8,65.7,23.5,1,Northcid1ind0
4,42.4,64.1,15.6,1,Northcid1ind0
4,40.2,66.1,20.8,1,Northcid1ind0
4,54.5,64.9,18.5,1,Northcid1ind0
4,51.3,65.2,22.2,1,Northcid1ind0
4,47.3,64.2,19.6,1,Northcid1ind0
4,59.6,64.8,19.5,1,Northcid1ind0
4,52.2,64.5,14.4,1,Northcid1ind0
4,49.2,65.4,23,1,Northcid1ind0
4,41.7,64,18.5,1,Northcid1ind0
4,46.8,64.5,17.9,1,Northcid1ind0
4,43.7,63.8,14.6,1,Northcid1ind0
4,44.9,64.5,14.5,1,Northcid1ind0
4,52.6,63.3,22.5,1,Northcid1ind0
4,50.2,64.9,19.5,1,Northcid1ind0
4,47.5,64,25.4,1,Northcid1ind0
4,45.9,64.4,12.3,1,Northcid1ind0
4,42.7,65.1,17.4,1,Northcid1ind0
4,53.8,65,16.7,1,Northcid1ind0
4,49.7,64.9,19.4,1,Northcid1ind0
4,44.1,65.4,23.7,1,Northcid1ind0
4,43.9,64.4,17.6,1,Northcid1ind0
4,58.7,63.4,27.7,1,Northcid1ind0
4,47.5,65.8,18.1,1,Northcid1ind0
4,51.1,64.2,19.1,1,Northcid1ind0
4,39,64.7,18.4,1,Northcid1ind0
4,39.4,64.7,20,1,Northcid1ind0
4,53.6,64.5,22.4,1,Northcid1ind0
5,60.5,64.7,13.5,1,Northcid1ind0
5,67.1,64.5,8.2,1,Northcid1ind0
5,74.2,65.2,15.9,1,Northcid1ind0
5,52.5,65.1,13.7,1,Northcid1ind0
5,62.8,65,9.8,1,Northcid1ind0
5,67.7,65,16.1,1,Northcid1ind0
5,64.2,64.8,15.5,1,Northcid1ind0
5,48.8,66.1,23.6,1,Northcid1ind0
5,64.9,65.2,16.1,1,Northcid1ind0
5,55,64.5,18.1,1,Northcid1ind0
5,47.4,65.1,18.9,1,Northcid1ind0
5,61.4,64.4,14.8,1,Northcid1ind0
5,58,64.5,20,1,Northcid1ind0
5,54.3,63.9,16,1,Northcid1ind0
5,52,66.3,11.9,1,Northcid1ind0
5,58.9,64.6,17.5,1,Northcid1ind0
5,70.2,63.3,19.5,1,Northcid1ind0
5,64.4,64.6,16.8,1,Northcid1ind0
5,65.8,63,17.5,1,Northcid1ind0
5,57.9,64.7,20,1,Northcid1ind0
5,62,65.4,13.7,1,Northcid1ind0
5,57,63.6,16.2,1,Northcid1ind0
5,46.1,64.5,20,1,Northcid1ind0
5,55.1,65.7,18.8,1,Northcid1ind0
5,49.2,64.5,21.5,1,Northcid1ind0
5,51.7,65.4,17.1,1,Northcid1ind0
5,55.3,65.3,15.6,1,Northcid1ind0
5,59.3,63.2,16.7,1,Northcid1ind0
5,63.2,63.8,11.8,1,Northcid1ind0
5,53.9,65.3,19.1,1,Northcid1ind0
5,63.6,63.6,21.5,1,Northcid1ind0
6,64.6,67.1,16.1,1,Northcid1ind0
6,67.1,66.3,13.9,1,Northcid1ind0
6,68,67.8,15,1,Northcid1ind0
6,73.2,66.2,15.4,1,Northcid1ind0
6,77.7,65.9,14.6,1,Northcid1ind0
6,64.8,65.8,14.6,1,Northcid1ind0
6,73.6,65.7,14.6,1,Northcid1ind0
6,64.9,67.5,14.5,1,Northcid1ind0
6,71,65.8,15.1,1,Northcid1ind0
6,65,65.7,15.5,1,Northcid1ind0
6,71.6,66.3,16,1,Northcid1ind0
6,72.5,65.5,14.6,1,Northcid1ind0
6,64.9,67.9,15.1,1,Northcid1ind0
6,71,67,14.7,1,Northcid1ind0
6,62.6,66.2,15.3,1,Northcid1ind0
6,76.9,65.7,14.4,1,Northcid1ind0
6,74,65.9,15,1,Northcid1ind0
6,71.8,66.8,15.7,1,Northcid1ind0
6,75,66.6,14.7,1,Northcid1ind0
6,65.6,66.1,15.7,1,Northcid1ind0
6,68.2,67.6,14.8,1,Northcid1ind0
6,63.6,66.9,15,1,Northcid1ind0
6,69.1,65.5,14.7,1,Northcid1ind0
6,64.6,66.3,15.2,1,Northcid1ind0
6,66.5,65.1,14.4,1,Northcid1ind0
6,62.3,65.4,16.4,1,Northcid1ind0
6,63.3,66.7,14.7,1,Northcid1ind0
6,70.6,65.8,15.2,1,Northcid1ind0
6,73.3,66.1,15,1,Northcid1ind0
6,61.4,66,15.8,1,Northcid1ind0
7,71.7,69.7,13.3,1,Northcid1ind0
7,77.1,69.7,12.8,1,Northcid1ind0
7,71.4,68.6,12.3,1,Northcid1ind0
7,77.9,68.9,13.4,1,Northcid1ind0
7,72.3,69.6,12.3,1,Northcid1ind0
7,78,69.4,13.6,1,Northcid1ind0
7,62.2,69.4,12.4,1,Northcid1ind0
7,62.5,69.4,12.5,1,Northcid1ind0
7,78.2,69,12.2,1,Northcid1ind0
7,77,70.1,13.4,1,Northcid1ind0
7,68.6,69.1,12.4,1,Northcid1ind0
7,74.3,70.1,13.2,1,Northcid1ind0
7,72.4,68.2,12.6,1,Northcid1ind0
7,81.7,68.6,13.4,1,Northcid1ind0
7,69.4,70.2,13.1,1,Northcid1ind0
7,74,69.3,13.3,1,Northcid1ind0
7,71.7,70,12.6,1,Northcid1ind0
7,76.1,68.1,12.1,1,Northcid1ind0
7,74.4,69.7,12.9,1,Northcid1ind0
7,71.6,69.5,12.5,1,Northcid1ind0
7,73.2,69.7,13.5,1,Northcid1ind0
7,72.6,70,14,1,Northcid1ind0
7,74.2,68.9,12.9,1,Northcid1ind0
7,72.4,68.9,12.6,1,Northcid1ind0
7,73.6,69.2,13.4,1,Northcid1ind0
7,75.9,69.2,12.8,1,Northcid1ind0
